,filename,smiles,electronic_energy (Hartree),HOMO_LUMO_gap (eV),dipole_moment (Debye),crystal_density (g/cc),crystal_density (g/cc),heat_of_formation (kcal/mol),Q(cal/g),D(km/s),p(GPa)
13603,molecule_17344.xyz,CC1=C(NCC2=NOC(=N)O2)OC(=O)OC1=N,-904.7319426,5.161496288,3.1456,1.612,1.612,-124.652,247.9875,3.800318785,5.981431885
13604,molecule_17346.xyz,CCC(=O)C(=O)N1N=C(OC1=N)C(=O)C(N)=O,-904.7596199,3.677375624,3.5704,1.585,1.585,-142.759,172.5416667,3.431497002,4.823538161
13605,molecule_17347.xyz,CC(OC1=NON=N1)C(OC(N)=N)(C=O)C=O,-921.905443,4.807473372,2.9154,1.573,1.573,-76.653,658.1440329,4.919005006,9.862581652
13606,molecule_17348.xyz,CC(=O)C(CN1N=NC(=N1)C(N)=O)OC(N)=O,-902.1725289,5.630352156,6.1223,1.589,1.589,-123.065,446.822314,5.456495816,12.21633252
13607,molecule_17350.xyz,CC(O)C(=O)C1=NC2=C(O1)N=CN=C2[N+]([O-])=O,-903.462685,3.941328144,2.2275,1.632,1.632,-70.935,35.32773109,2.465908152,2.538424807
13608,molecule_17352.xyz,CC1=NN(C(=O)NC2=C(O)ON=N2)C(=N)O1,-861.598368,4.981899728,8.9126,1.692,1.692,-61.946,285.0619469,4.525352974,8.746593962
13609,molecule_17353.xyz,CC(=O)CN=C1N=CN(C=O)C(O)=C1[N+]([O-])=O,-904.6792999,3.744588276,2.4181,1.592,1.592,-86.038,408.8791667,4.270200575,7.491069209
13610,molecule_17355.xyz,CC1(OC2=CON=C2N2C(=N)ON=C2O1)C=O,-903.4289138,4.036296628,9.0727,1.735,1.735,-47.517,133.7226891,3.587068605,5.581714648
13611,molecule_17359.xyz,CCN=C1ON=NC(N=COC(N)=O)=NC1=O,-900.8595209,4.18786524,7.1988,1.629,1.629,-43.78,780.9,5.291067026,11.67306099
13612,molecule_17361.xyz,CC1(COCO1)C1=NOC2=NOC(=O)C(=N)N12,-904.6536181,4.464607212,4.3517,1.622,1.622,-69.874,476.2291667,4.492484455,8.392085235
13613,molecule_17362.xyz,CC(CC(O)C(=O)C(=O)C=O)OC1=NON=N1,-925.7223679,3.409069248,3.6497,1.53,1.53,-125.479,263.6872428,3.701755164,5.483667568
13614,molecule_17364.xyz,CC(O)C1=C(O)OC(=N1)C1=CN=C(N1)[N+]([O-])=O,-904.6793422,3.470295348,5.7478,1.65,1.65,-93.417,378.1333333,4.29041827,7.738389069
13615,molecule_17366.xyz,CC1(COC(=N)C(=O)N1C1=CON=N1)C(O)=O,-904.7321788,5.206395428,1.9778,1.645,1.645,-120.166,266.6791667,3.923621883,6.459316135
13616,molecule_17370.xyz,CC(NC=NC1=C(OC(N)=O)N=NN1)C(O)=O,-902.180047,5.393611236,5.0993,1.627,1.627,-125.266,437.7272727,5.51598852,12.6765926
13617,molecule_17371.xyz,CC(O)C1=C(C(O)=O)C(N)=C(C(=N)O1)[N+]([O-])=O,-925.7661211,4.087454436,8.2271,1.732,1.732,-159.524,123.5843621,3.331942446,4.810843546
13618,molecule_17373.xyz,CC1(C(O)C2=NOC(=O)N12)C(=NO)C#N,-790.0819218,4.79060218,2.8256,1.653,1.653,-10.547,551.5380952,4.840372636,9.860757289
13619,molecule_17374.xyz,CC1=C(O)NC(OC1=O)=NC1=NON=C1,-790.1910934,4.883937968,4.8444,1.671,1.671,-70.423,266.4142857,4.065272647,7.003392374
13620,molecule_17375.xyz,CC(O)(CO)C(=N)OC1=NC(=O)C(O)=NN1,-867.8727288,5.436605564,6.788,1.633,1.633,-171.562,510.5782609,4.39898651,8.081392126
13621,molecule_17376.xyz,CC1=NN2C(=N)C(=O)N=C(OC(N)=O)C2=NN1,-879.8327318,3.210152452,9.5824,1.732,1.732,-14.454,670.6455696,6.210333866,16.71306676
13622,molecule_17377.xyz,CC(=O)C(C#N)(N1N=NN=N1)C(=N)NC(N)=O,-875.9500832,5.43959884,3.9344,1.61,1.61,79.188,821.8818565,6.54896926,17.74853542
13623,molecule_17378.xyz,CC1=NOC(=O)N=C(C(N)=O)C1=NCC(O)=O,-904.7297928,3.92663388,6.0899,1.607,1.607,-124.424,248.9375,3.795965802,5.955758877
13624,molecule_17381.xyz,CC1NC2=C(ON=C2N)OC(=O)OCOC1=O,-925.8213935,5.528308656,4.7963,1.631,1.631,-189.274,1.156378601,0.994445207,0.412668808
13625,molecule_17382.xyz,CC1=C(C2=C(OC(=N)OC2=N1)C(N)=O)[N+]([O-])=O,-903.4541004,3.556011888,4.4528,1.715,1.715,-68.344,46.21428571,2.728349849,3.206140076
13626,molecule_17383.xyz,CC1=CNC(=N)OC(=O)NC(=O)NC(=O)C1=O,-904.8071405,4.29535106,2.5782,1.621,1.621,-164.392,82.40416667,2.896264498,3.486589411
13627,molecule_17389.xyz,CC1=NC(OC2=NN=CO2)=C(N)C(=O)O1,-790.2233744,4.421340768,3.0823,1.615,1.615,-90.418,171.2,3.556261026,5.24413349
13628,molecule_17390.xyz,CC(=O)N1N=NN(C(=O)C(=N)NCCO)C1=O,-902.1239175,4.318208804,5.3532,1.535,1.535,-85.244,603.107438,5.746699054,13.24462682
13629,molecule_17391.xyz,CC(=N)OC(=O)CN=C1N=NON=C1OC=O,-920.6765707,4.443926396,3.8239,1.561,1.561,-48.616,344.9792531,4.361527661,7.714773934
13630,molecule_17392.xyz,CC1=CC(=O)N=C(N)N=C(NC(=O)N1)[N+]([O-])=O,-900.8718722,3.763092164,2.8543,1.645,1.645,-43.093,783.7625,5.331241272,11.92528919
13631,molecule_17394.xyz,CC1=C2N(C=C(O)C1=O)N=C1ON=NC(=O)N21,-882.3947767,1.7823598,3.2122,1.738,1.738,-15.649,248.1191489,4.204520186,7.676828019
13632,molecule_17397.xyz,CC(=O)OCC(=O)CC1=NC(N)=C(O1)[N+]([O-])=O,-925.7801928,4.332358836,5.5333,1.588,1.588,-170.095,80.08230453,2.81733889,3.255464585
13633,molecule_17398.xyz,CCOC(=O)C(=O)NC1=NNC(=N)N1C(N)=O,-902.2088378,5.146257792,6.0634,1.61,1.61,-143.185,363.6818182,5.228905303,11.31457306
13634,molecule_17401.xyz,CC(=O)OC1=NC=C(NCC=O)C(=N1)[N+]([O-])=O,-904.6939715,3.729621896,6.0424,1.588,1.588,-100.704,347.7708333,4.09389298,6.873972106
13635,molecule_17405.xyz,CCC1OCC2=C(ON=C2O1)N1N=NOC1=O,-904.6574309,4.980539148,3.3085,1.594,1.594,-72.499,465.2916667,4.41416483,8.011234838
13636,molecule_17407.xyz,CC1=NC(=O)OC(=N1)C(N)C1=NN=NO1,-786.3525798,5.25047822,2.6661,1.601,1.601,-10.247,776.9047619,5.372114868,11.89953477
13637,molecule_17408.xyz,CC1=NOC(O1)=NC1=CN2N=NOC(=O)C2=N1,-898.3948896,4.071399592,7.2341,1.708,1.708,20.79,179.3813559,4.079057439,7.148261709
13638,molecule_17409.xyz,CC1=C(NC2=NNC(=O)C(=O)O2)OC(CO)=N1,-904.7601407,4.604474836,3.0575,1.633,1.633,-145.595,160.725,3.439906824,4.941676118
13639,molecule_17410.xyz,CC(O)C1=NOC(O)=C2N(C=O)C(=N)C(=O)N12,-904.7101,3.48716654,1.609,1.644,1.644,-105.852,326.3208333,4.124973373,7.136515582
13640,molecule_17411.xyz,CC(CO)(OC1=C(C=O)C=NO1)C1=NON=N1,-904.6156609,4.428960016,4.7714,1.601,1.601,-48.958,563.3791667,4.644103847,8.892896681
13641,molecule_17414.xyz,CCOC(=O)N1N=C(OC2=NOC=N2)N=C1O,-920.7782429,5.922876856,2.6623,1.649,1.649,-114.432,71.88381743,3.058066886,3.929866407
13642,molecule_17416.xyz,CC(O)(C(=O)N1N=CN=N1)C1=C(O)C(O)=NN1,-900.8744652,3.252330432,2.9194,1.633,1.633,-44.292,778.7666667,5.296268581,11.71442352
13643,molecule_17420.xyz,CC(NC=O)C1=C(C(=O)N=C(O)C=N1)[N+]([O-])=O,-904.6612461,4.042555296,7.47,1.632,1.632,-82.136,425.1375,4.385078258,8.027220768
13644,molecule_17421.xyz,CC1(OC2=C(NN=N2)OC1=O)C(=N)NC(N)=O,-900.92435,5.482048936,1.6753,1.704,1.704,-80.573,627.5958333,5.166400748,11.45049025
13645,molecule_17423.xyz,CC1=C(C2=NN3N=NN=C3O2)C(C=O)=NO1,-823.1571534,5.068432616,6.4922,1.669,1.669,73.984,647.9772727,5.351003996,12.12471698
13646,molecule_17424.xyz,CC1=CC(=O)C(=N)OC2=NOC(O)=NOC2=N1,-903.3832435,4.190042168,2.5751,1.647,1.647,-16.641,263.4537815,4.100422235,7.060013608
13647,molecule_17425.xyz,CCOC1=C2N(N=N1)N=NC(=O)N=C2NC=O,-879.7728256,4.31575976,5.2486,1.561,1.561,31.079,862.7679325,6.161839077,15.39808265
13648,molecule_17427.xyz,CC1=NCC(OC=N)(OC(=O)O1)C1=CON=N1,-904.6948875,6.131045596,3.1328,1.576,1.576,-93.995,375.725,4.152543607,7.037325906
13649,molecule_17429.xyz,CC(=N)OC(=O)NC1=C2C(NN=NC2=O)=NO1,-899.6708566,4.357121392,0.2003,1.661,1.661,-35.776,380.6470588,4.680682551,9.249124201
13650,molecule_17430.xyz,CC(O)C1=C(N)OC2=C(C=NC(=O)O1)N=NO2,-904.6726466,4.287459696,5.8353,1.654,1.654,-85.919,409.375,4.383653305,8.090807351
13651,molecule_17431.xyz,CC(O)C1=C(N)C(=O)N2N=C(O)OC2=NC1=O,-904.7581436,4.169633468,3.472,1.75,1.75,-144.067,167.0916667,3.642652519,5.786469711
13652,molecule_17432.xyz,CC1=C(NCC2=C(O)N=NO2)C(=O)OC(O)=N1,-904.7351814,4.126094908,6.9414,1.66,1.66,-123.682,252.0291667,3.892625016,6.394428993
13653,molecule_17434.xyz,CC(OC(N)=O)C1=CON=C1NC1=NON=N1,-900.8558845,4.941354444,8.8452,1.632,1.632,-34.275,820.5041667,5.363614229,12.00951804
13654,molecule_17437.xyz,CC(O)C(=O)C(=O)NC1C(=O)OC2=C1NN=N2,-904.7413719,4.421340768,4.2433,1.631,1.631,-132.041,217.2,3.705775017,5.730572665
13655,molecule_17438.xyz,CC1=COC(O)=C(N=C(CO)C(=N)O1)[N+]([O-])=O,-925.683178,4.2041922,5.4258,1.601,1.601,-101.661,361.7037037,4.129825665,7.032388249
13656,molecule_17440.xyz,CC1=NON=C1OC1=CC(=O)N2C=NOC2=N1,-882.3848389,5.020268084,3.7494,1.652,1.652,-5.038,293.2723404,4.233611702,7.540632304
13657,molecule_17442.xyz,CC(=N)N1CC(=O)N2N=C(C(=N)N=C12)[N+]([O-])=O,-879.7525265,4.79468392,7.839,1.603,1.603,39.037,896.3459916,6.333062523,16.55078998
13658,molecule_17443.xyz,CC(N)C1=NC2=C(OC(OC(N)=O)=N2)C(=O)O1,-904.8131764,4.999043036,4.6906,1.647,1.647,-179.189,20.75,2.073977454,1.806160916
13659,molecule_17445.xyz,CC1=NC(=O)OC2=NC(OC2=O)=NC=NC=N1,-882.4302552,4.401204184,5.3868,1.674,1.674,-35.312,164.4468085,3.696816669,5.797967248
13660,molecule_17448.xyz,CC1(O)C(NC(=O)C1=O)C1=C(NN=N1)[N+]([O-])=O,-920.6875707,3.387027852,4.736,1.709,1.709,-65.639,274.3443983,4.380333965,8.246185184
13661,molecule_17449.xyz,CC1=NC(=NC2=NN(C=O)N=C2N)C(O)=NO1,-879.8074831,3.599550448,2.8689,1.629,1.629,6.879,760.6582278,6.145062202,15.74529475
13662,molecule_17450.xyz,CC(=O)C1=NN(N=N1)C(C=O)C1=C(O)N=NN1,-879.7824282,4.519302528,3.1271,1.621,1.621,22.202,825.3122363,6.250752807,16.24011179
13663,molecule_17451.xyz,CC1=NOC(=O)N2C(=N)C(=O)N=C2N1,-731.0220517,4.770465596,6.5139,1.693,1.693,-28.994,471.7435897,4.899635324,10.25703702
13664,molecule_17452.xyz,CC(O)(CN1C(O)=NN2N=C(O)N=C12)C(O)=O,-922.0192427,6.523164752,3.2635,1.698,1.698,-150.548,354.0493827,4.437548152,8.429076299
13665,molecule_17453.xyz,CCC1=C2OC(=O)N=C(N2N=NC1=O)[N+]([O-])=O,-919.4377542,4.0273168,2.5371,1.678,1.678,-21.402,23.12970711,2.409798563,2.467365837
13666,molecule_17454.xyz,CC(OCC=O)C(=O)N1C(=N)C(=O)ON=C1O,-925.7779494,4.892917796,5.7469,1.599,1.599,-162.974,109.3868313,3.059976761,3.85765288
13667,molecule_17455.xyz,CC(=NO)C(=O)C(=O)NC1=NN=NC=C1O,-845.5048333,3.89534054,5.6269,1.622,1.622,-40.849,613.04,4.940357985,10.14877348
13668,molecule_17456.xyz,CC(C(CC(=O)N1N=NN=N1)OC=N)C(O)=O,-902.0959768,5.386808336,5.1838,1.529,1.529,-65.581,684.3595041,5.915732424,13.99854013
13669,molecule_17457.xyz,CC1=NOC(=O)N=C(NC2=NON=C2N)C1=N,-879.7359085,3.08035312,6.4947,1.634,1.634,53.835,958.7848101,6.524747096,17.78600949
13670,molecule_17459.xyz,CC1(CCOC1C#N)N1C(=O)ON=C1[N+]([O-])=O,-904.6091561,4.42052442,5.1808,1.592,1.592,-47.511,569.4083333,4.638798239,8.840121366
13671,molecule_17462.xyz,CC1OC=NC2=NON=C2OC2=C1OC(=N)O2,-903.4156318,4.663251892,4.5456,1.667,1.667,-37.408,176.197479,3.738801487,5.914760532
13672,molecule_17463.xyz,CN1C2=C3N(N=CC3=NOC2=O)C(=O)OC1=N,-882.4146055,3.462131868,1.1052,1.698,1.698,-22.492,219,4.010309246,6.8841378
13673,molecule_17465.xyz,CC1=NN2C(O1)=NC1=C(N=CN1C2=O)[N+]([O-])=O,-898.4386943,4.557943,9.0175,1.792,1.792,-10.044,48.72881356,3.044697843,4.101143728
13674,molecule_17467.xyz,CC1=NN(C2=NNN=C2O)C(=N)OC1=O,-786.3708075,3.819964408,2.3239,1.669,1.669,-16.608,746.6142857,5.471565396,12.67722644
13675,molecule_17469.xyz,CC1OC(C(=O)C2=NON=C(N)C2=O)C(=N)O1,-904.6654787,4.085277508,1.4788,1.609,1.609,-82.735,422.6416667,4.336687881,7.779620905
13676,molecule_17471.xyz,CC(=N)NC(=O)NC1=NC(=O)OC2=NNN=C12,-879.8931542,4.90353032,11.2894,1.747,1.747,-52.543,509.9324895,5.834001821,14.82709241
13677,molecule_17474.xyz,CC(=O)OC1=CC(=NC(O)=C1C(N)=N)[N+]([O-])=O,-904.714471,4.177252716,6.4061,1.63,1.63,-112.125,300.1833333,4.016333443,6.728661613
13678,molecule_17475.xyz,CC(NC(=O)OC1=NNN=C1[N+]([O-])=O)C(C)=O,-921.9252396,4.034936048,3.957,1.6,1.6,-92.524,592.8312757,4.847384689,9.684522478
13679,molecule_17478.xyz,CC(O)(CN1N=NN=N1)C1=NNC=C1[N+]([O-])=O,-896.9424125,5.06407876,5.1935,1.639,1.639,77.964,1047.3375,7.030378171,20.68983752
13680,molecule_17479.xyz,CC(O)C1=NC(=N)OC2=NC(=O)C(O)=C(O)N12,-904.7674395,4.075209216,6.1937,1.695,1.695,-147.975,150.8083333,3.472952202,5.157179724
13681,molecule_17480.xyz,CC(=N)NC(=O)OC1=NC(O)=C(O)N1C(N)=O,-922.0696562,5.223810852,3.7155,1.661,1.661,-184.833,212.9588477,3.84936225,6.255467924
13682,molecule_17481.xyz,CC(=O)C(=O)C1=NC(=O)N2C(=N)N=CC2=NO1,-882.3908792,3.907857876,2.3429,1.623,1.623,-13.558,257.0170213,4.04716216,6.813497618
13683,molecule_17482.xyz,CC1=C2N3C(O)=NOC3=NC2=NN1C(=O)C=O,-882.3949778,4.013438884,6.5776,1.718,1.718,-15.591,248.3659574,4.172017881,7.504892556
13684,molecule_17483.xyz,CCC(=O)N1N=NC(=N1)C1=NNC(=N)OC1=O,-879.81854,4.357393508,5.5539,1.6,1.6,1.655,738.6160338,6.026289175,14.96797929
13685,molecule_17485.xyz,CC(O)(CO)COC(=N)OC1=C(O)C(O)=NO1,-948.0649879,5.624909836,8.9292,1.632,1.632,-241.259,235.9193548,3.452800575,4.976837963
13686,molecule_17487.xyz,CC(=O)C(O)C1=NOC(O1)=NC1=CC(N)=NO1,-904.6788398,4.229226872,3.9576,1.595,1.595,-92.378,382.4625,4.204827415,7.27237049
13687,molecule_17488.xyz,CC1=NCC(OC2=CON=N2)(C(N)=O)C(=O)O1,-904.7246324,5.325854352,3.4332,1.621,1.621,-117.572,277.4875,3.923392738,6.398054469
13688,molecule_17490.xyz,CC(=O)N1C(C=O)C(=NO)C1C1=C(O)ON=N1,-904.6465774,4.82461668,7.7305,1.623,1.623,-70.407,474.0083333,4.489114279,8.382821515
13689,molecule_17491.xyz,CC1=NNN=C1C(=O)NC(=O)CC1=NON=N1,-879.8107448,5.754981284,6.4495,1.58,1.58,7.721,764.2109705,6.026524385,14.84686127
13690,molecule_17494.xyz,CC(=O)NC(=N)OC1=NC=C2ON=NC(=O)N12,-899.6668214,3.221581324,3.7804,1.665,1.665,-33.811,388.9033613,4.713605424,9.393975676
13691,molecule_17495.xyz,CC1=C(NC(=O)N=C(O)N(C=O)C=N1)C(O)=O,-904.7789914,4.90897264,5.8494,1.687,1.687,-150.239,141.375,3.406225666,4.946256858
13692,molecule_17496.xyz,CCOC1=C2N(N=N1)N=C(OC(=O)C2=O)C=O,-903.4627977,3.939151216,4.1659,1.616,1.616,-69.127,42.92436975,2.57170083,2.743473679
13693,molecule_17497.xyz,CCOC1=C(O)OC(=N)N1C1=C(O)C(O)=NO1,-925.7631855,5.20285792,5.6198,1.676,1.676,-153.7,147.5514403,3.404932946,4.922247568
13694,molecule_17500.xyz,CC(=O)C1=NON=C1C(=O)OC1=NON=C1N,-919.455152,4.113305456,5.7662,1.653,1.653,-26.431,2.087866109,1.307387899,0.719385363
13695,molecule_17502.xyz,CC1=NC(=NOC(=O)C1=N)N1N=NC(=N1)C#N,-857.4271289,4.72937608,5.7816,1.6,1.6,140.743,1104.918103,5.995189822,14.81388998
13696,molecule_17504.xyz,CC(C)OC1=C(C(=O)OC(=N)C(=N)O1)[N+]([O-])=O,-925.7171577,4.667877864,6.023,1.562,1.562,-122.804,274.6954733,3.791848617,5.833530975
13697,molecule_17505.xyz,CC(N)(CO)CC1=C(N=C2ON=NN12)[N+]([O-])=O,-901.9638847,4.01779274,5.1751,1.567,1.567,16.843,1024.954545,6.65251255,17.99351127
13698,molecule_17507.xyz,CC1=NOC(NC(=O)C2=NOC(=N)O2)=C1CO,-904.6929212,4.193035444,2.7145,1.608,1.608,-99.019,354.7916667,4.149309119,7.118999877
13699,molecule_17509.xyz,CC1=NC(ON=N1)=NC1=NC=C(N=C1)[N+]([O-])=O,-878.4765138,3.285528584,9.3916,1.649,1.649,97.308,928.9021277,5.841813069,14.34099019
13700,molecule_17511.xyz,CC(N)C1=C(O)C(=N)C(=NN1C(N)=O)[N+]([O-])=O,-902.053724,3.741867116,7.7173,1.646,1.646,-42.739,778.7479339,6.420985235,17.30548359
13701,molecule_17514.xyz,CC(=O)COC1=NON=C1NC1=NOC(=N)O1,-920.6718973,4.639305684,10.5054,1.689,1.689,-51.221,334.1701245,4.564634513,8.889227454
13702,molecule_17517.xyz,CC(N)C(=O)NC1=NNC(N)=C(C1=O)[N+]([O-])=O,-902.0806408,4.190042168,8.2166,1.678,1.678,-63.898,691.3140496,6.315206874,16.94522067
13703,molecule_17518.xyz,CC1=C(C(=O)C(O)=O)C(OC2=NON=N2)=CN1,-903.4764791,4.628421044,5.5269,1.658,1.658,-75.512,16.09663866,2.047900857,1.768490664
13704,molecule_17522.xyz,CC(N)(C1=NC(N)=NN1)C1=NON=C1[N+]([O-])=O,-896.9438869,3.262398724,3.8007,1.604,1.604,77.229,1044.275,6.923132014,19.78663828
13705,molecule_17523.xyz,CC1(NC(C(=O)C(O)=O)C1=NO)C(=O)OC=N,-925.773709,4.246642296,1.9067,1.579,1.579,-163.586,106.8683128,3.016517582,3.718197326
13706,molecule_17528.xyz,CC1=NC=NC(C(=O)C(N)=O)=C(O)OC(O)=N1,-904.7080965,4.474675504,9.3404,1.725,1.725,-115.828,284.7541667,4.12064546,7.339617609
13707,molecule_17530.xyz,CC(OC(N)=NC1=NNN=N1)C1=C(O)NN=N1,-877.2158661,5.027070984,4.4522,1.661,1.661,35.298,631.3640167,6.442033703,17.51976276
13708,molecule_17531.xyz,CCC1=C(C(=O)ON=C2C(=O)NN=C12)[N+]([O-])=O,-903.3747694,3.61370048,6.4438,1.645,1.645,-13.2,277.9117647,4.152116915,7.233548405
13709,molecule_17532.xyz,CC1=C(C(=O)OC(CN)=COC(=N)O1)[N+]([O-])=O,-925.6926684,3.8300327,4.1753,1.577,1.577,-105.403,346.3045267,4.043785554,6.676305
13710,molecule_17536.xyz,CC(CO)(OC1=NON=N1)C1=COC(C=O)=N1,-904.6514457,4.742437648,2.3237,1.566,1.566,-67.126,487.6791667,4.413411783,7.916091553
13711,molecule_17537.xyz,CC1=NC2=CN(N=NC2=C1[N+]([O-])=O)C(=O)C=O,-882.3159105,3.648259212,2.7496,1.655,1.655,35.481,465.693617,4.758346816,9.536703153
13712,molecule_17538.xyz,CC(OC(=O)N(CC1=NON=N1)C=O)C(N)=O,-921.997249,4.785704092,3.5712,1.566,1.566,-136.353,412.4650206,4.363589931,7.738374966
13713,molecule_17540.xyz,CC1=NC(=O)NC(=O)N2N=CC(O)=NNC2=N1,-879.8204414,4.292902016,6.6488,1.705,1.705,-1.361,725.8902954,6.266079084,16.84993014
13714,molecule_17542.xyz,CC1=C(C(=O)C2=NON=C2C(O)=O)C(N)=NO1,-903.4788991,4.016704276,2.2869,1.647,1.647,-78.184,4.869747899,1.511920969,0.95985705
13715,molecule_17544.xyz,CC(O)(COC1=NC(=O)NC(=O)C(O)=N1)C#N,-904.7844018,4.844753264,1.8072,1.591,1.591,-161.43,94.74583333,2.961458103,3.601476709
13716,molecule_17548.xyz,CC1OC(C(=O)C(=NO)C2=NN=CO2)C1=NO,-904.5839463,4.73345782,4.7315,1.63,1.63,-33.886,626.1791667,4.826782962,9.718174819
13717,molecule_17549.xyz,CC(COC1=CNC(=O)O1)(C#N)N1N=NN=N1,-879.7649932,4.241199976,4.2232,1.59,1.59,30.117,858.7088608,6.231173309,15.93789875
13718,molecule_17551.xyz,CC(O)(COC1=C(N)N2N=NNC2=N1)C(O)=O,-902.1085736,4.960402564,3.999,1.672,1.672,-79.086,628.553719,6.151602246,16.0424011
13719,molecule_17552.xyz,CC1OC2=NOC(=O)N2C2=C1NC(O)=N2,-790.2147163,5.789812132,8.9248,1.773,1.773,-90.671,169.9952381,3.785241227,6.298144984
13720,molecule_17553.xyz,CC(=O)N1N=NN2C1=NC1=C2N=NNC1=N,-799.5089811,3.880918392,3.2504,1.627,1.627,148.603,942.4748858,6.671793555,18.54560583
13721,molecule_17554.xyz,CC(=N)OC(=O)N1C(=N)N=C(O)OC(=N)C1=N,-900.9275586,5.3402765,5.9243,1.637,1.637,-80.269,628.8625,5.028976859,10.57840237
13722,molecule_17558.xyz,CC1=NNN=NC2=C1C(=O)N=C(O)N=C(N)O2,-879.7611972,3.754928684,6.1674,1.727,1.727,32.925,870.556962,6.615641322,18.93202697
13723,molecule_17560.xyz,CC1OC(=O)COC(OC2=C(O)NN=N2)C1=O,-925.787273,4.795500268,4.4744,1.664,1.664,-173.073,67.82716049,2.789889851,3.289668679
13724,molecule_17563.xyz,CC(=NO)C(=O)OC1=NN=C(OC(N)=N)O1,-882.6347708,4.75930884,5.3136,1.661,1.661,-102.163,129.2270742,3.650632598,5.626243064
13725,molecule_17566.xyz,CC(COC=O)N=C1ON=NC(OC(N)=O)=N1,-921.9655868,3.937790636,4.6621,1.596,1.596,-118.082,487.654321,4.608598614,8.739659342
13726,molecule_17569.xyz,CC1OC2=C(O)NC(=O)N=C2N=C(N)C(=O)O1,-904.7968952,4.246098064,8.3316,1.76,1.76,-169.742,60.1125,2.832309762,3.510491469
13727,molecule_17570.xyz,CC1=C(O)C(=NC(=O)OC(CO)=CN1)[N+]([O-])=O,-925.6892962,3.304576704,5.5302,1.595,1.595,-103.859,352.6584362,4.093372644,6.89195148
13728,molecule_17571.xyz,CC(N)(C(O)C1=NON=C1NC(N)=O)C(O)=O,-923.2199052,5.272519616,5.9069,1.653,1.653,-161.212,521.5632653,5.817051586,14.24159088
13729,molecule_17573.xyz,CC1=C(O)NC(OC=O)=C(O)N=C(O)C(O)=N1,-925.7855869,3.526079128,5.3703,1.656,1.656,-166.966,92.95884774,3.008698024,3.814255039
13730,molecule_17574.xyz,CC(=O)NC1=C(NCC(O)=O)C(=CO1)[N+]([O-])=O,-925.7755909,3.697240092,10.9911,1.664,1.664,-166.18,96.19341564,3.04454561,3.917626374
13731,molecule_17576.xyz,CC1(OCOC1=N)C(=O)N1C=C(O)C(=O)N=N1,-904.7140148,4.101876584,2.3737,1.609,1.609,-110.18,308.2875,4.00778179,6.644315363
13732,molecule_17578.xyz,CC1=C(C2=NN=NC(=N)N2N=N1)[N+]([O-])=O,-781.130173,3.697240092,3.8577,1.656,1.656,180.532,1423.701923,6.905310544,20.09180505
13733,molecule_17579.xyz,CCNC1=NOC2=C1NC(O2)=NC1=NON=N1,-879.7046967,4.508145772,8.3183,1.615,1.615,74.068,1044.156118,6.612680939,18.13182901
13734,molecule_17580.xyz,CC(COC(=O)C(OC=N)C(C=NO)=NO)=NO,-982.2407407,5.095644216,0.7714,1.547,1.547,-103.095,937.3038462,4.801196512,9.292957251
13735,molecule_17582.xyz,CC(=NO)C(O)C(=O)N1N=C(CO)OC1=O,-887.6894788,5.66273396,2.7097,1.602,1.602,-184.984,19.78787879,2.04938535,1.732457685
13736,molecule_17583.xyz,CC(OC=O)C(C#N)C1=C(N)ON=C1[N+]([O-])=O,-904.632071,4.009901376,4.3536,1.569,1.569,-61.211,512.325,4.473885381,8.144770526
13737,molecule_17585.xyz,CC1=NC(=O)N=C(O)N1C1=C(O)C(=N)N=NN1,-879.8338576,4.456715848,4.5925,1.751,1.751,-12.709,678.0084388,6.27461387,17.17527441
13738,molecule_17586.xyz,CC1=C2N=C(NC(=O)OCOC3=C2ON=N3)O1,-903.470176,4.700531784,6.496,1.708,1.708,-73.3,25.3907563,2.342337305,2.357109036
13739,molecule_17587.xyz,CCN=C1C(=O)NN=NC(=C1C(O)=O)[N+]([O-])=O,-920.6385897,4.004459056,5.0101,1.63,1.63,-27.428,432.8962656,4.752908312,9.422974981
13740,molecule_17589.xyz,CC(C(N)=O)C1=NC(OC2=NOC(O)=N2)=NO1,-920.7665516,5.784097696,2.8397,1.686,1.686,-111.323,84.78423237,3.235657506,4.461630459
13741,molecule_17590.xyz,CC(=O)OC1=CN=NN=C(NC=O)C1=NO,-845.4377958,4.191402748,3.1296,1.57,1.57,2.53,805.8355556,5.174869478,10.90159317
13742,molecule_17593.xyz,CC(C(N)C(O)(CO)C(O)=O)N1N=NOC1=O,-944.2736416,5.39061796,4.6664,1.617,1.617,-204.481,573.8427419,4.479907572,8.328585832
13743,molecule_17594.xyz,CC(O)C1=NOC(C2=NOC(=N)O2)=C1NC=O,-904.6857557,4.487737072,4.3206,1.61,1.61,-93.28,378.7041667,4.221071257,7.373301367
13744,molecule_17595.xyz,CC1(CN1C(=O)C1=NN=NN=N1)C(O)=O,-786.2636968,3.894524192,3.8449,1.601,1.601,44.701,1038.561905,5.776455627,13.75822111
13745,molecule_17596.xyz,CC1=NC(=O)OC(N2N=NC(NC=O)=N2)=C1O,-899.7077043,3.722002648,5.3962,1.683,1.683,-60.202,278.0168067,4.366265628,8.115286648
